Crop Type,District,Agro_Climactic_Zone,Soil_Type,Year,AREA(ha),Rainfall_Sowing_Kharif(mm),Rainfall_Peak_Kharif(mm),Rainfall_Flowering_Kharif(mm),Total_Rainfall(mm),Avg_Water_Deficit(m³/ha),Rainfall_Water_Ratio,Water_Deficit_Sowing_Kharif(m³/ha),Water_Deficit_Peak_Kharif(m³/ha),Water_Deficit_Flowering_Kharif(m³/ha),YIELD(kg/ha),N Ratio(kg/ha),P Ratio(kg/ha),K Ratio(kg/ha),Soil_PH,Soil N (kg/ha),Soill P (kg/ha),Soil K (kg/ha)
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2009,92.57,256.3,354,295.6,905.9,2571.67428,0.4465564,2490.250024,3196.137686,2028.635131,646.21,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2009,12.72,256.3,354,295.6,905.9,2571.67428,0.4465564,2490.250024,3196.137686,2028.635131,886.79,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2009,214.47,256.3,354,295.6,905.9,2571.67428,0.4465564,2490.250024,3196.137686,2028.635131,1288.67,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2009,61.06,256.3,354,295.6,905.9,2571.67428,0.4465564,2490.250024,3196.137686,2028.635131,357.19,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2009,0.45,256.3,354,295.6,905.9,2571.67428,0.4465564,2490.250024,3196.137686,2028.635131,933.33,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2010,0.97,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,577.32,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2010,2.34,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,709.4,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2010,21.25,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,1695.53,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2010,7.2,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,2398.61,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2010,155.52,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,420.91,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2010,93.01,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,649.5,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2010,13.27,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,881.69,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2010,176.24,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,1009.99,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2010,61.65,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,343.39,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2010,0.46,141.6,295.6,231.8,669,2292.183401,0.494486957,2192.714992,3330.917827,1352.917384,934.78,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2011,0.92,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,586.96,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2011,2.39,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,715.48,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2011,21.73,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,1820.52,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2011,7.53,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,1463.48,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2011,163.73,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,439.02,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2011,92.46,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,703.87,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2011,13.21,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,890.99,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2011,172.26,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,1591.78,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2011,60.9,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,362.73,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2011,0.4,293.1,399.2,214.3,906.6,2453.483455,0.593458776,2169.178958,3663.616854,1527.654552,950,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2012,0.99,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,585.86,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2012,2.51,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,701.2,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2012,22.96,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,1815.77,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2012,7.61,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,1542.71,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2012,156.58,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,440.67,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2012,92.68,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,755.07,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2012,12.9,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,837.21,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2012,167.9,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,2395.65,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2012,59.5,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,402.18,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2012,0.34,172.9,286,209.4,668.3,2638.873158,0.457157753,2643.18664,3811.574219,1461.858615,1029.41,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2013,0.85,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,611.76,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2013,2.66,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,736.84,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2013,22.83,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,1803.77,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2013,8.48,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,1875,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2013,157.74,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,433.05,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2013,91.05,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,753.98,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2013,13.23,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,810.28,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2013,171.29,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,2327.28,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2013,58.85,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,398.98,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2013,0.31,304.8,476.9,461.2,1242.9,2202.914623,0.936512246,1759.363475,3522.222093,1327.1583,1032.26,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2014,0.93,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,602.15,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2014,2.61,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,743.3,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2014,23.25,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,1814.62,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2014,8.21,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,1876.98,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2014,160.84,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,433.41,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2014,92.78,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,757.81,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2014,12.75,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,809.41,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2014,188.9,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,2916.2,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2014,59.74,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,399.9,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2014,0.33,397.6,400.9,271.7,1070.2,2227.551936,0.694826093,1749.161652,3393.252632,1540.241524,1000,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2015,0.96,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,614.58,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2015,2.05,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,751.22,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2015,22.79,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,1786.75,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2015,9.62,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,1891.89,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2015,150.42,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,431.13,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2015,93.09,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,734.45,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2015,12.86,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,855.37,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2015,165.51,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,1208.02,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2015,61.08,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,385.23,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2015,0.42,255.4,269.8,162.1,687.3,2318.561104,0.429454826,2362.448869,2992.833287,1600.401157,1047.62,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2016,0.42,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,595.24,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2016,2.25,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,706.67,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2016,23.64,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,1786.8,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2016,8.94,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,2244.97,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2016,163.83,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,442.47,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2016,89.74,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,764.76,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2016,12.43,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,906.68,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2016,154.21,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,2592.24,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2016,56.68,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,396.79,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2016,0.73,0,0,0,0,2940.120801,0,3269.046827,4015.033699,1536.281878,1041.1,18,18,18,5.25,115,10,175
CASTOR,Dhenkanal,Mid Central Table Land,Red Soil,2017,0.35,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,600,18,18,18,5.25,115,10,175
CHICKPEA,Dhenkanal,Mid Central Table Land,Red Soil,2017,1.9,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,768.42,18,18,18,5.25,115,10,175
GROUNDNUT,Dhenkanal,Mid Central Table Land,Red Soil,2017,24.38,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,1744.05,18,18,18,5.25,115,10,175
MAIZE,Dhenkanal,Mid Central Table Land,Red Soil,2017,8.22,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,2456.2,18,18,18,5.25,115,10,175
MINOR PULSES,Dhenkanal,Mid Central Table Land,Red Soil,2017,161.86,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,474.61,18,18,18,5.25,115,10,175
OILSEEDS,Dhenkanal,Mid Central Table Land,Red Soil,2017,88.55,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,777.53,18,18,18,5.25,115,10,175
PIGEONPEA,Dhenkanal,Mid Central Table Land,Red Soil,2017,13,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,809.23,18,18,18,5.25,115,10,175
RICE,Dhenkanal,Mid Central Table Land,Red Soil,2017,154.31,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,1369.39,18,18,18,5.25,115,10,175
SESAMUM,Dhenkanal,Mid Central Table Land,Red Soil,2017,55.64,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,397.56,18,18,18,5.25,115,10,175
SUNFLOWER,Dhenkanal,Mid Central Table Land,Red Soil,2017,0.58,0,0,0,0,2693.389216,0,2833.98046,3196.133444,2050.053743,1241.38,18,18,18,5.25,115,10,175
CASTOR,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,3.22,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,552.8,18,18,18,7.75,135,14,250
CHICKPEA,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,0.18,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,611.11,18,18,18,7.75,135,14,250
COTTON,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,0.47,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,85.11,18,18,18,7.75,135,14,250
GROUNDNUT,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,37.79,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,1238.95,18,18,18,7.75,135,14,250
LINSEED,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,0.07,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,571.43,18,18,18,7.75,135,14,250
MAIZE,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,16.04,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,1153.99,18,18,18,7.75,135,14,250
MINOR PULSES,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,262.52,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,459.7,18,18,18,7.75,135,14,250
OILSEEDS,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,92.21,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,777.14,18,18,18,7.75,135,14,250
PIGEONPEA,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,15.83,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,751.11,18,18,18,7.75,135,14,250
RICE,Ganjam,East & South Eastern Coastal Plain,Black Soil,1993,329.55,165.4,260.3,165.7,591.4,2271.234027,0.353680836,1738.804223,3402.768808,1672.129049,1951.39,18,18,18,7.75,135,14,250
